"","Hard_Coral","Soft_Coral","Bleached_Coral","Population_Bleached","Barramundi Cod","Butterflyfish","Coral Trout","Moray","Grouper","Qld Grouper","Humphead","Bumphead","Parrotfish","Snapper","Sweetlips","Clam","Sea cucumber","Urchins","Anemone","Banded coral shrimp","Trochus","Triton","Lobster","Drupella snail","Crown of Throwns","Coral damage","Coral disease","Unknown coral scar","Drupella scar","COTS scar","Marine debris","HC","SC","BC","RKC","RC","NIA","SP","OT","SI","RB","SD","Location","Date"
"257",10.63,16.25,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10.625,16.25,0,13.75,0,2.5,0,0,48.125,6.875,1.875,"Green Island - Green Island North",2019-06-22
"258",6.88,19.38,0,3,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,2,0,0,1,6.875,19.375,0,0,21.25,0,0.625,0,21.875,16.25,13.75,"Green Island - Green Island North",2020-06-22
"259",3.75,11.88,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,3.75,11.875,0,0,16.25,1.875,0,0,53.125,13.125,0,"Green Island - Green Island North",2019-11-24
"260",8.75,11.25,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,8.75,11.25,0,1.875,9.375,17.5,0,0,0,14.375,36.875,"Green Island - Green Island North",2018-06-30
"261",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,17.5,0,0.625,0.625,0.625,2.5,78.125,"Green Island - Green Island North",2020-06-22
"262",3.75,11.25,0,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,39,0,0,0,3.75,11.25,0,0.625,11.875,6.875,0,0,31.25,5,29.375,"Green Island - Green Island West",2018-07-01
"263",4.38,18.13,0,1.25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4.375,18.125,0,0,18.75,17.5,4.375,0,8.125,13.125,15.625,"Green Island - Green Island West",2021-03-02
"264",7.5,15.63,0,80,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,0,0,0,7.5,15.625,0,0,16.25,7.5,0.625,0,40,5.625,6.875,"Green Island - Green Island West",2019-01-12
"265",7.5,13.13,0,0.75,0,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,6,0,3,0,1,0,0,3,7.5,13.125,0,0,20.625,5.625,0,0,0,1.875,51.25,"Green Island - Green Island West",2021-07-13
"266",5.63,16.25,0,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,5.625,16.25,0,0,20,0,3.125,0,1.25,0.625,53.125,"Green Island - Green Island West",2017-12-16
"267",11.88,16.25,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,1,11.875,16.25,0,5.625,8.75,0,0.625,0,40,4.375,12.5,"Green Island - Green Island West",2019-06-22
"268",3.13,9.38,0,0.75,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,1,3.125,9.375,0,0,32.5,0,1.875,0.625,24.375,4.375,23.75,"Green Island - Green Island West",2020-06-22
"269",5.63,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,2,5.625,20,0,0,39.375,15,0,0,20,0,0,"Green Island - Green Island West",2019-11-24
"270",20.63,4.38,0,0.25,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,0,0,0,20.625,4.375,0,0,57.5,0,3.125,3.125,2.5,0.625,8.125,"Hancocks Shoal - Hancocks Shoal",2009-10-23
"271",23.13,5,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,3,5,9,0,0,0,23.125,5,0,0,49.375,0,1.875,5.625,0,0,15,"Hancocks Shoal - Hancocks Shoal",2009-10-23
"272",35,18.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,18.125,0,1.25,32.5,0,0,0,1.25,2.5,9.375,"Hardy Reef - Hardy Reef",2003-05-03
"273",39.38,8.13,1.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,0,0,0,20,0,47,24,13,0,0,0,39.375,8.125,1.25,4.375,29.375,3.125,0,1.25,3.75,3.75,5.625,"Hardy Reef - Hardy Reef",2017-08-05
"274",40.63,13.13,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,40.625,13.125,0,1.875,17.5,8.75,0.625,0.625,5,3.75,8.125,"Hardy Reef - Hardy Reef",2002-05-05
"275",20.63,20,12.5,37.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,3,0,1,0,0,0,0,5,0,4,0,0,0,20.625,20,12.5,2.5,36.25,0.625,0,0.625,0.625,6.25,0,"Hardy Reef - Hardy Reef",2020-03-07
"276",58.75,6.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,58.75,6.25,0,0.625,25.625,0,0,1.875,3.125,3.75,0,"Hardy Reef - Hardy Reef",2007-06-09
"277",15.63,22.5,16.88,1,0,20,6,0,1,0,2,1,17,18,1,6,0,0,0,0,1,0,0,0,0,4,9,0,0,0,0,15.625,22.5,16.875,0,44.375,0,0,0,0,0.625,0,"Hardy Reef - Hardy Reef",2021-02-13
"278",51.25,13.75,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.25,13.75,2.5,0,21.25,5,0,0,2.5,3.75,0,"Hardy Reef - Hardy Reef",2013-04-15
"279",43.75,23.13,0,0.25,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,2,0,0,7,0,8,0,1,18,7,1,43.75,23.125,0,1.25,16.25,0,0,1.25,0.625,9.375,4.375,"Hardy Reef - Hardy Reef",2005-04-16
"280",60,11.88,1.25,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0,0,0,0,0,6,0,0,0,17,8,0,0,0,0,60,11.875,1.25,6.875,13.125,0,1.25,1.25,1.875,1.875,0.625,"Hardy Reef - Hardy Reef",2010-04-17
"281",28.13,12.5,0,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,6,0,3,0,0,0,0,2,8,6,0,0,0,28.125,12.5,0,0.625,51.25,0,0.625,1.25,0,1.875,3.75,"Hardy Reef - Hardy Reef",2019-07-20
"282",53.13,15.63,0,0.25,0,13,2,0,1,0,0,0,6,15,4,20,0,0,0,0,0,0,0,0,0,6,0,47,4,0,0,53.125,15.625,0,2.5,20.625,1.25,0,1.875,2.5,0,2.5,"Hardy Reef - Hardy Reef",2009-05-24
"283",47.5,18.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,47.5,18.125,0,1.25,23.125,0.625,1.25,0.625,3.125,0,4.375,"Hardy Reef - Hardy Reef",2008-05-25
"284",36.25,13.75,0,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,0,0,0,0,30,55,22,0,0,0,36.25,13.75,0,0,30,5.625,0.625,0,1.875,6.25,5.625,"Hardy Reef - Hardy Reef",2018-04-29
"285",41.88,17.5,11.25,32.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,1,0,0,7,0,15,25,19,6,1,0,41.875,17.5,11.25,0,23.125,0,0.625,0.625,0,0,5,"Hardy Reef - Hardy Reef",2016-05-29
"286",43.13,17.5,0,1,0,32,11,0,0,0,0,0,7,10,0,23,0,0,0,0,0,0,0,0,0,10,0,2,2,12,0,43.125,17.5,0,2.5,21.875,3.75,0,0.625,1.25,6.25,3.125,"Hardy Reef - Hardy Reef",2006-04-30
"287",50,6.88,0.63,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,3,7,0,0,0,0,4,7,1,0,0,0,50,6.875,0.625,1.25,17.5,0,1.25,0.625,1.25,13.125,7.5,"Hardy Reef - Hardy Reef",2010-04-17
"288",43.13,7.5,0,0,0,22,3,0,1,0,0,0,12,16,3,26,0,0,0,0,0,0,0,0,0,8,3,23,0,0,0,43.125,7.5,0,0,35.625,0,0,0,10,1.875,1.875,"Hardy Reef - Hardy Reef",2009-05-23
"289",38.13,22.5,0,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,20,0,8,0,0,0,38.125,22.5,0,0,27.5,0.625,0,0.625,3.125,0,7.5,"Hardy Reef - Hardy Reef",2011-05-01
"290",47.5,6.25,0,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,0,0,0,0,0,0,4,1,26,6,14,0,0,0,47.5,6.25,0,6.25,33.125,0,0,0,2.5,3.75,0.625,"Hardy Reef - Hardy Reef",2017-08-05
"291",32.5,13.75,16.88,61.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,0,4,0,0,0,0,0,0,12,0,5,1,0,0,32.5,13.75,16.875,0,36.25,0,0,0,0,0.625,0,"Hardy Reef - Hardy Reef",2020-03-08
"292",43.13,10.63,2.5,13.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,0,0,0,0,0,0,14,31,6,0,0,0,43.125,10.625,2.5,0.625,20,1.875,0,0,11.25,8.125,1.875,"Hardy Reef - Hardy Reef",2013-04-14
"293",54.37,8.13,0,2.75,1,26,15,0,2,0,1,0,9,16,1,4,0,0,0,0,0,0,0,5,1,25,0,20,0,0,0,54.375,8.125,0,0,29.375,0,0,0,2.5,5,0.625,"Hardy Reef - Hardy Reef",2021-03-14
"294",44.38,9.38,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,44.375,9.375,0,2.5,31.875,0,0.625,4.375,0.625,2.5,3.75,"Hardy Reef - Hardy Reef",2010-04-18
"295",58.13,11.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,0,1,0,0,0,0,0,0,6,8,0,0,0,0,58.125,11.25,0,0,28.125,0,0,0,0,1.25,1.25,"Hardy Reef - Hardy Reef",2019-07-20
"296",40.63,23.13,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,20,2,23,0,0,0,40.625,23.125,0,0,23.125,0,0,0,2.5,6.875,3.75,"Hardy Reef - Hardy Reef",2009-05-23
"297",40,11.25,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,0,0,1,0,0,0,0,0,0,12,8,2,1,0,1,40,11.25,0,0,20,0,0.625,0.625,0.625,13.125,13.75,"Hardy Reef - Hardy Reef",2018-04-29
"298",43.75,6.88,1.25,17.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,0,0,0,0,0,0,0,9,0,23,18,20,4,0,0,43.75,6.875,1.25,0,31.25,0.625,1.25,0,0,5.625,9.375,"Hardy Reef - Hardy Reef",2016-05-29
"299",31.87,8.13,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,31.875,8.125,0,0,22.5,0.625,0.625,0.625,11.875,4.375,19.375,"Hastings Reef - North Hastings A",2010-03-01
"300",29.38,3.13,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,16,1,0,3,0,24,2,0,29.375,3.125,0,0,41.25,13.125,0,0.625,0,8.125,4.375,"Hastings Reef - North Hastings A",2018-03-04
"301",21.88,8.75,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,21.875,8.75,0,0,13.75,8.125,0,0.625,14.375,0.625,31.875,"Hastings Reef - North Hastings A",2006-04-08
"302",23.13,13.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,33,0,0,0,0,0,1,0,0,0,0,0,0,0,23.125,13.125,0,0,36.875,3.75,1.875,1.25,2.5,4.375,13.125,"Hastings Reef - North Hastings A",2008-03-15
"303",36.25,6.88,5,58.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,36.25,6.875,5,23.75,23.75,0,0,0.625,0,0.625,3.125,"Hastings Reef - North Hastings A",2016-04-17
"304",22.5,5.63,0.63,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,5,0,0,1,0,0,0,0,8,0,1,0,0,0,22.5,5.625,0.625,0,29.375,7.5,2.5,1.875,19.375,0.625,10,"Hastings Reef - North Hastings A",2009-04-25
"305",41.25,5,1.25,1.75,0,20,0,0,1,0,0,1,9,30,0,0,0,0,0,0,0,0,0,1,0,9,0,2,0,0,0,41.25,5,1.25,0,31.875,1.25,2.5,1.25,1.25,1.25,13.125,"Hastings Reef - North Hastings A",2009-04-26
"306",44.38,4.38,0.63,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,44.375,4.375,0.625,3.125,20.625,2.5,0.625,0.625,0,5.625,17.5,"Hastings Reef - North Hastings A",2010-03-28
"307",16.25,28.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,16.25,28.125,0,0,33.75,4.375,0,1.875,0.625,13.75,1.25,"Hastings Reef - North Hastings A",2003-03-30
"308",3.75,12.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,12.5,0,1.25,43.125,21.25,1.25,0.625,0,7.5,8.75,"Hastings Reef - North Hastings A",2005-03-31
"309",28.13,13.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,1,0,4,0,3,0,0,0,28.125,13.125,0,0,35.625,2.5,0.625,0,0,8.125,11.875,"Hastings Reef - North Hastings A",2008-03-16
"310",15,5.63,23.13,75.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,0,0,1,17,1,0,0,1,0,15,5.625,23.125,1.25,25.625,16.875,5,0,2.5,5,0,"Hastings Reef - North Hastings B",2017-04-02
"311",26.25,10,0,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,0,0,0,0,0,0,5,0,12,19,3,0,0,0,26.25,10,0,0.625,46.25,0,0,0,6.25,8.75,1.875,"Hastings Reef - North Hastings B",2015-09-13
"312",30,20.63,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,30,20.625,0,0,32.5,0,0,2.5,0,7.5,6.875,"Hastings Reef - North Hastings B",2008-06-14
"313",50,10,2.5,4.75,0,26,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,14,3,2,0,0,0,50,10,2.5,0,28.125,0.625,0.625,1.25,3.125,2.5,1.25,"Hastings Reef - North Hastings B",2009-03-28
"314",40.63,12.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.625,12.5,2.5,2.5,30,1.25,0,0.625,0,5.625,4.375,"Hastings Reef - North Hastings B",2009-03-29
"315",28.75,7.5,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.75,7.5,0.625,1.25,41.25,0,0,1.25,0,4.375,15,"Hastings Reef - North Hastings The Point",2014-07-27
"316",19.38,6.88,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,7,0,0,0,0,0,17,0,2,0,2,15,0,0,19.375,6.875,0,3.125,35,21.875,4.375,1.25,0,6.25,1.875,"Hastings Reef - South Hastings",2006-07-04
"317",60,5.63,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,5.625,0,0,26.875,0,0.625,0,0,3.75,3.125,"Hayman Island Reefs - Blue Pearl Bay",2003-04-01
"318",77.5,8.13,0,0,0,5,2,0,0,0,1,0,11,18,0,54,0,0,0,0,0,0,0,0,0,13,0,4,0,0,0,77.5,8.125,0,0,9.375,0,0,0,1.875,1.875,1.25,"Hayman Island Reefs - Blue Pearl Bay",2006-05-01
"319",46.25,9.38,1.88,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,0,0,0,0,0,0,0,1,0,5,1,4,0,0,0,46.25,9.375,1.875,0,31.25,0,0,0.625,7.5,2.5,0.625,"Hayman Island Reefs - Blue Pearl Bay",2015-10-01
"320",56.25,4.38,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,56.25,4.375,0,0,24.375,0,0,0,3.125,10,1.875,"Hayman Island Reefs - Blue Pearl Bay",2008-06-08
"321",57.5,7.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,57.5,7.5,0,0,23.75,0,0,0,0,0,11.25,"Hayman Island Reefs - Blue Pearl Bay",2007-06-10
"322",21.88,0,0.63,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.875,0,0.625,0,4.375,42.5,0,0,11.875,8.125,10.625,"Hayman Island Reefs - Blue Pearl Bay",2020-05-10
"323",50,7.5,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,7.5,0,0,21.875,0,0,0,1.875,0.625,18.125,"Hayman Island Reefs - Blue Pearl Bay",2014-07-12
"324",46.88,10.63,0,0.25,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,46.875,10.625,0,0,18.75,0.625,0,0.625,1.875,8.125,12.5,"Hayman Island Reefs - Blue Pearl Bay",2005-04-17
"325",45.63,6.88,0,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,45.625,6.875,0,1.25,13.75,0.625,0,0,18.75,12.5,0.625,"Hayman Island Reefs - Blue Pearl Bay",2010-04-17
"326",10.63,0,0,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.625,0,0,0,45.625,10,1.25,0,0.625,10,21.875,"Hayman Island Reefs - Blue Pearl Bay",2018-08-18
"327",53.13,15,0,0,0,7,0,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,53.125,15,0,1.25,18.125,0.625,2.5,0,5,1.875,2.5,"Hayman Island Reefs - Blue Pearl Bay",2001-05-20
"328",22.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,0,0,0,0,1,0,0,0,0,1,0,16,0,0,0,22.5,0,0,0,43.75,12.5,1.25,0,0,5.625,14.375,"Hayman Island Reefs - Blue Pearl Bay",2019-07-21
"329",51.25,5,8.75,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,0,0,0,1,0,0,0,0,0,1,8,1,0,0,0,51.25,5,8.75,0.625,25.625,0,0,0,0,6.875,1.875,"Hayman Island Reefs - Blue Pearl Bay",2016-04-23
"330",69.38,8.75,0,0,0,0,1,0,0,0,0,0,6,27,0,8,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,69.375,8.75,0,0,19.375,0,0,0,0,1.875,0.625,"Hayman Island Reefs - Blue Pearl Bay",2009-05-23
"331",30,12.5,0,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,0,0,0,0,0,0,0,0,0,5,5,1,0,0,0,30,12.5,0,0,43.125,0,0,0.625,2.5,11.25,0,"Hayman Island Reefs - Blue Pearl Bay",2015-10-02
"332",43.13,1.25,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,43.125,1.25,0,0,55,0,0,0,0,0,0.625,"Hayman Island Reefs - Blue Pearl Bay",2014-07-12
"333",51.88,9.38,0,1,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,5,0,0,0,1,2,51.875,9.375,0,0,26.875,0,0,0,0,4.375,7.5,"Hayman Island Reefs - Blue Pearl Bay",2005-04-17
"334",45.63,12.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.625,12.5,0,0,28.125,0.625,1.25,0,0,0,11.875,"Hayman Island Reefs - Blue Pearl Bay",2003-05-01
"335",56.88,10.63,0,1.5,0,11,0,1,1,0,1,0,4,0,0,79,0,0,0,0,0,0,0,0,0,9,0,2,4,2,0,56.875,10.625,0,0,26.25,0,1.25,1.875,1.25,1.25,0.625,"Hayman Island Reefs - Blue Pearl Bay",2006-05-01
"336",45.63,7.5,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,0,0,0,0,0,0,0,0,0,20,8,0,0,0,0,45.625,7.5,0,0,36.875,0,0,1.25,5.625,2.5,0.625,"Hayman Island Reefs - Blue Pearl Bay",2015-10-02
"337",36.25,5.63,0.63,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,36.25,5.625,0.625,0,20,1.25,1.25,0,22.5,10,2.5,"Hayman Island Reefs - Blue Pearl Bay",2010-04-17
"338",11.88,0,0.63,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,11.875,0,0.625,0,45,13.125,3.125,0,0,17.5,8.75,"Hayman Island Reefs - Blue Pearl Bay",2018-08-18
"339",33.13,6.88,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.125,6.875,7.5,3.125,21.875,0,0,0,26.875,0,0.625,"Hayman Island Reefs - Blue Pearl Bay",2016-04-24
"340",46.88,0,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,14,0,0,0,0,0,0,0,0,22,6,16,0,0,0,46.875,0,5,0,34.375,1.25,1.25,0,1.875,3.75,5.625,"Heron Reef - Blue Pools",2017-11-03
"341",36.88,1.25,3.13,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,0,0,0,0,0,0,0,0,9,6,6,0,0,0,36.875,1.25,3.125,0,48.125,0,1.25,0,0,6.25,3.125,"Heron Reef - Blue Pools",2014-11-12
"342",79.38,0,0,0.75,2,19,0,0,2,0,0,0,17,29,6,5,9,0,0,0,0,0,0,0,0,2,3,5,0,0,0,79.375,0,0,0.625,13.75,0,0,0.625,0,1.25,4.375,"Heron Reef - Blue Pools",2020-11-20
"343",69.38,1.25,0.63,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,1,0,0,0,0,0,3,0,8,12,31,1,0,0,69.375,1.25,0.625,0,20,0,0,0,0,8.75,0,"Heron Reef - Canyons",2013-11-06
"344",62.5,0.63,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,1,0,0,0,0,1,0,0,5,10,5,0,0,0,62.5,0.625,0,1.875,30,0,0,0,0,2.5,2.5,"Heron Reef - Canyons",2014-11-08
"345",67.5,0,1.25,1,0,52,1,0,1,0,0,0,3,9,0,6,0,0,1,0,0,0,0,0,0,0,14,7,0,0,0,67.5,0,1.25,0,29.375,0,0,0,0,1.875,0,"Heron Reef - Canyons",2018-11-14
"346",79.38,0,3.75,4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,27,4,0,0,0,79.375,0,3.75,0,13.75,0,0,0,0,3.125,0,"Heron Reef - Canyons",2016-09-18
"347",76.25,0,0,0.5,0,31,0,0,0,0,0,0,6,10,0,9,0,0,0,0,0,0,1,4,0,4,15,8,2,0,2,76.25,0,0,1.25,21.25,0,0,0,0,1.25,0,"Heron Reef - Canyons",2020-11-21
"348",63.13,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,1,0,0,0,0,5,6,7,0,0,0,63.125,0,0,0,35,0,0,0,0,1.875,0,"Heron Reef - Canyons",2015-11-24
"349",67.5,0,0,0.25,0,6,0,0,2,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,5,0,10,0,0,1,67.5,0,0,0,23.75,0,0,0.625,0,8.125,0,"Heron Reef - Canyons",2019-10-26
"350",60.62,1.25,0,1.75,0,8,0,0,3,0,0,0,21,9,0,9,0,0,1,0,0,0,0,2,0,4,12,3,0,0,1,60.625,1.25,0,0.625,30.625,0,0.625,0,0,6.25,0,"Heron Reef - Canyons",2017-10-29
"351",15.63,0,1.25,17.5,0,8,0,0,0,0,0,0,2,8,0,6,19,0,1,0,0,0,0,0,0,1,2,10,0,0,0,15.625,0,1.25,0,36.25,0.625,0,0,0,2.5,43.75,"Heron Reef - Cappuccino Express",2017-11-02
"352",18.75,0,0.63,2.75,0,5,0,0,0,0,0,0,0,5,0,5,28,0,0,0,0,0,0,0,0,2,4,8,0,0,0,18.75,0,0.625,0.625,45.625,0,0,0,0,8.125,26.25,"Heron Reef - Cappuccino Express",2013-11-06
"353",23.75,0,3.75,18.75,0,38,0,0,0,0,0,0,7,4,2,17,24,0,0,0,0,0,0,0,0,4,2,10,0,0,0,23.75,0,3.75,0,30,3.75,0,0,0,5,33.75,"Heron Reef - Cappuccino Express",2014-11-12
"354",26.88,0,2.5,1,0,15,0,1,2,0,0,0,9,12,0,3,17,0,1,0,0,0,0,0,0,8,0,19,0,0,0,26.875,0,2.5,1.25,46.25,1.25,0,1.25,0,3.75,16.875,"Heron Reef - Cappuccino Express",2018-11-12
"355",18.13,0,0.63,0,1,10,0,1,0,0,0,0,6,5,0,6,16,0,0,0,0,0,0,0,0,6,0,2,0,0,0,18.125,0,0.625,0,48.75,3.75,0,1.25,0,11.875,15.625,"Heron Reef - Cappuccino Express",2020-11-19
"356",24.38,0,6.88,15.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,38,0,0,0,1,0,0,0,0,2,8,6,0,0,0,24.375,0,6.875,0,45.625,1.25,0,1.875,0,5.625,14.375,"Heron Reef - Cappuccino Express",2016-09-20
